"","nodes","arcs","t0","tf","it","lambda","cost","total_time"
"1",200,1308,1e+06,1000,10,0,99,193820242,7,18274151484172
"2",200,1308,1e+06,10000,10,0,99,194366747,4,54384392102559
"3",200,1308,1e+06,1e+05,10,0,99,194720005,2,27855000098546
"4",200,1308,1e+06,1000,15,0,99,192378636,10,2701161384583
"5",200,1308,1e+06,10000,15,0,99,193051128,6,80700565179189
"6",200,1308,1e+06,1e+05,15,0,99,193506407,3,44497008721034
"7",200,1308,1e+06,1000,20,0,99,192528321,13,7415747761726
"8",200,1308,1e+06,10000,20,0,99,193066509,9,13702150980632
"9",200,1308,1e+06,1e+05,20,0,99,192728804,4,57787746588389
"10",200,1308,1e+06,1000,25,0,99,193329084,17,1093168218931
"11",200,1308,1e+06,10000,25,0,99,193182245,11,4211047093074
"12",200,1308,1e+06,1e+05,25,0,99,192569603,5,75629964272181
"13",200,1308,1e+06,1000,30,0,99,192075226,20,5276199936867
"14",200,1308,1e+06,10000,30,0,99,192148157,13,614007906119
"15",200,1308,1e+06,1e+05,30,0,99,194256873,6,8361141204834
"16",200,1308,1e+06,1000,10,0,95,192260244,1,34342894156774
"17",200,1308,1e+06,10000,10,0,95,194305521,54,1382074356079
"18",200,1308,1e+06,1e+05,10,0,95,196474169,27,060809135437
"19",200,1308,1e+06,1000,15,0,95,194203301,2,01370894511541
"20",200,1308,1e+06,10000,15,0,95,195037533,1,34859450658162
"21",200,1308,1e+06,1e+05,15,0,95,192880904,39,5713424682617
"22",200,1308,1e+06,1000,20,0,95,193348270,2,68107012112935
"23",200,1308,1e+06,10000,20,0,95,194305032,1,814446524779
"24",200,1308,1e+06,1e+05,20,0,95,192486093,56,1277391910553
"25",200,1308,1e+06,1000,25,0,95,192874043,3,5161777973175
"26",200,1308,1e+06,10000,25,0,95,194020578,2,33579564094543
"27",200,1308,1e+06,1e+05,25,0,95,194677111,1,16038012504578
"28",200,1308,1e+06,1000,30,0,95,194660195,4,1675100962321
"29",200,1308,1e+06,10000,30,0,95,194327188,2,76020253101985
"30",200,1308,1e+06,1e+05,30,0,95,194625428,1,42419376770655
"31",200,1308,1e+06,1000,10,0,9,194662291,41,524078130722
"32",200,1308,1e+06,10000,10,0,9,195036647,27,5688807964325
"33",200,1308,1e+06,1e+05,10,0,9,196634930,14,0184767246246
"34",200,1308,1e+06,1000,15,0,9,194416660,1,03950149615606
"35",200,1308,1e+06,10000,15,0,9,194505903,41,6529061794281
"36",200,1308,1e+06,1e+05,15,0,9,195454623,20,8169980049133
"37",200,1308,1e+06,1000,20,0,9,194865763,1,37595512866974
"38",200,1308,1e+06,10000,20,0,9,191833172,57,224449634552
"39",200,1308,1e+06,1e+05,20,0,9,195296495,27,3953742980957
"40",200,1308,1e+06,1000,25,0,9,194494244,1,73772429227829
"41",200,1308,1e+06,10000,25,0,9,195341585,1,19138807058334
"42",200,1308,1e+06,1e+05,25,0,9,194956765,35,1252171993256
"43",200,1308,1e+06,1000,30,0,9,193819807,2,09596504767736
"44",200,1308,1e+06,10000,30,0,9,194899754,1,43723943630854
"45",200,1308,1e+06,1e+05,30,0,9,195929363,41,9701859951019
